"resp.id";"rating";"Brand";"Destination";"Price";"Duration";"Amenities";"age"
8;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"young"
8;5;"MSC";"Egypt";"1200";"21";"Sport";"young"
8;5;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"young"
8;1;"MSC";"Sicily";"300";"14";"Sport";"young"
8;8;"MSC";"Greece";"1200";"14";"Animation";"young"
8;2;"Costa";"Sicily";"700";"21";"Sport";"young"
8;3;"MSC";"Spain";"300";"21";"Sport";"young"
8;6;"Costa";"Spain";"700";"14";"Spa";"young"
8;5;"Costa";"Sicily";"1200";"14";"Sport";"young"
8;5;"RoyalCaribbean";"Spain";"300";"7";"Animation";"young"
8;4;"Costa";"Sicily";"300";"7";"Spa";"young"
8;4;"MSC";"Greece";"300";"21";"Spa";"young"
8;1;"MSC";"Greece";"700";"14";"Spa";"young"
9;6;"MSC";"Greece";"1200";"14";"Spa";"old"
9;2;"MSC";"Greece";"700";"7";"Spa";"old"
9;10;"Costa";"Spain";"1200";"14";"Spa";"old"
9;2;"MSC";"Egypt";"700";"14";"Sport";"old"
9;4;"Costa";"Greece";"300";"21";"Sport";"old"
9;3;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
9;5;"MSC";"Spain";"700";"21";"Spa";"old"
9;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"old"
9;3;"MSC";"Egypt";"1200";"21";"Sport";"old"
9;2;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
9;1;"MSC";"Sicily";"300";"14";"Sport";"old"
9;1;"MSC";"Greece";"1200";"14";"Animation";"old"
9;3;"Costa";"Sicily";"700";"21";"Sport";"old"
9;3;"MSC";"Spain";"300";"21";"Sport";"old"
9;9;"Costa";"Spain";"700";"14";"Spa";"old"
9;5;"Costa";"Sicily";"1200";"14";"Sport";"old"
9;2;"RoyalCaribbean";"Spain";"300";"7";"Animation";"old"
9;6;"Costa";"Sicily";"300";"7";"Spa";"old"
9;6;"MSC";"Greece";"300";"21";"Spa";"old"
9;5;"MSC";"Greece";"700";"14";"Spa";"old"
10;6;"MSC";"Greece";"1200";"14";"Spa";"adult"
10;1;"MSC";"Greece";"700";"7";"Spa";"adult"
10;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
10;4;"MSC";"Egypt";"700";"14";"Sport";"adult"
10;8;"Costa";"Greece";"300";"21";"Sport";"adult"
10;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
10;7;"MSC";"Spain";"700";"21";"Spa";"adult"
10;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
10;9;"MSC";"Egypt";"1200";"21";"Sport";"adult"
10;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
10;5;"MSC";"Sicily";"300";"14";"Sport";"adult"
10;2;"MSC";"Greece";"1200";"14";"Animation";"adult"
10;7;"Costa";"Sicily";"700";"21";"Sport";"adult"
10;7;"MSC";"Spain";"300";"21";"Sport";"adult"
10;8;"Costa";"Spain";"700";"14";"Spa";"adult"
10;7;"Costa";"Sicily";"1200";"14";"Sport";"adult"
10;4;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
10;5;"Costa";"Sicily";"300";"7";"Spa";"adult"
10;5;"MSC";"Greece";"300";"21";"Spa";"adult"
10;4;"MSC";"Greece";"700";"14";"Spa";"adult"
11;8;"MSC";"Greece";"1200";"14";"Spa";"old"
11;4;"MSC";"Greece";"700";"7";"Spa";"old"
11;10;"Costa";"Spain";"1200";"14";"Spa";"old"
11;3;"MSC";"Egypt";"700";"14";"Sport";"old"
11;4;"Costa";"Greece";"300";"21";"Sport";"old"
11;6;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
11;6;"MSC";"Spain";"700";"21";"Spa";"old"
11;10;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"old"
11;4;"MSC";"Egypt";"1200";"21";"Sport";"old"
11;5;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
11;1;"MSC";"Sicily";"300";"14";"Sport";"old"
11;2;"MSC";"Greece";"1200";"14";"Animation";"old"
11;3;"Costa";"Sicily";"700";"21";"Sport";"old"
11;3;"MSC";"Spain";"300";"21";"Sport";"old"
11;9;"Costa";"Spain";"700";"14";"Spa";"old"
11;6;"Costa";"Sicily";"1200";"14";"Sport";"old"
11;4;"RoyalCaribbean";"Spain";"300";"7";"Animation";"old"
11;7;"Costa";"Sicily";"300";"7";"Spa";"old"
11;6;"MSC";"Greece";"300";"21";"Spa";"old"
11;4;"MSC";"Greece";"700";"14";"Spa";"old"
12;5;"MSC";"Greece";"1200";"14";"Spa";"adult"
12;1;"MSC";"Greece";"700";"7";"Spa";"adult"
12;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
12;4;"MSC";"Egypt";"700";"14";"Sport";"adult"
12;8;"Costa";"Greece";"300";"21";"Sport";"adult"
12;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
12;4;"MSC";"Spain";"700";"21";"Spa";"adult"
12;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
12;7;"MSC";"Egypt";"1200";"21";"Sport";"adult"
12;7;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
12;2;"MSC";"Sicily";"300";"14";"Sport";"adult"
12;1;"MSC";"Greece";"1200";"14";"Animation";"adult"
12;6;"Costa";"Sicily";"700";"21";"Sport";"adult"
12;6;"MSC";"Spain";"300";"21";"Sport";"adult"
12;6;"Costa";"Spain";"700";"14";"Spa";"adult"
12;9;"Costa";"Sicily";"1200";"14";"Sport";"adult"
12;1;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
12;2;"Costa";"Sicily";"300";"7";"Spa";"adult"
12;4;"MSC";"Greece";"300";"21";"Spa";"adult"
12;2;"MSC";"Greece";"700";"14";"Spa";"adult"
13;8;"MSC";"Greece";"1200";"14";"Spa";"old"
13;2;"MSC";"Greece";"700";"7";"Spa";"old"
13;10;"Costa";"Spain";"1200";"14";"Spa";"old"
13;3;"MSC";"Egypt";"700";"14";"Sport";"old"
13;3;"Costa";"Greece";"300";"21";"Sport";"old"
13;2;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
13;7;"MSC";"Spain";"700";"21";"Spa";"old"
13;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"old"
13;3;"MSC";"Egypt";"1200";"21";"Sport";"old"
13;4;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
13;1;"MSC";"Sicily";"300";"14";"Sport";"old"
13;3;"MSC";"Greece";"1200";"14";"Animation";"old"
13;2;"Costa";"Sicily";"700";"21";"Sport";"old"
13;3;"MSC";"Spain";"300";"21";"Sport";"old"
13;9;"Costa";"Spain";"700";"14";"Spa";"old"
13;4;"Costa";"Sicily";"1200";"14";"Sport";"old"
13;1;"RoyalCaribbean";"Spain";"300";"7";"Animation";"old"
13;5;"Costa";"Sicily";"300";"7";"Spa";"old"
13;6;"MSC";"Greece";"300";"21";"Spa";"old"
13;6;"MSC";"Greece";"700";"14";"Spa";"old"
14;6;"MSC";"Greece";"1200";"14";"Spa";"adult"
14;1;"MSC";"Greece";"700";"7";"Spa";"adult"
14;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
14;7;"MSC";"Egypt";"700";"14";"Sport";"adult"
14;8;"Costa";"Greece";"300";"21";"Sport";"adult"
14;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
14;4;"MSC";"Spain";"700";"21";"Spa";"adult"
14;10;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
14;9;"MSC";"Egypt";"1200";"21";"Sport";"adult"
14;7;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
14;6;"MSC";"Sicily";"300";"14";"Sport";"adult"
14;2;"MSC";"Greece";"1200";"14";"Animation";"adult"
14;10;"Costa";"Sicily";"700";"21";"Sport";"adult"
14;7;"MSC";"Spain";"300";"21";"Sport";"adult"
14;9;"Costa";"Spain";"700";"14";"Spa";"adult"
14;9;"Costa";"Sicily";"1200";"14";"Sport";"adult"
14;2;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
14;3;"Costa";"Sicily";"300";"7";"Spa";"adult"
14;4;"MSC";"Greece";"300";"21";"Spa";"adult"
14;4;"MSC";"Greece";"700";"14";"Spa";"adult"
15;6;"MSC";"Greece";"1200";"14";"Spa";"adult"
15;1;"MSC";"Greece";"700";"7";"Spa";"adult"
15;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
15;8;"MSC";"Egypt";"700";"14";"Sport";"adult"
15;8;"Costa";"Greece";"300";"21";"Sport";"adult"
15;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
15;7;"MSC";"Spain";"700";"21";"Spa";"adult"
15;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
15;9;"MSC";"Egypt";"1200";"21";"Sport";"adult"
15;9;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
15;5;"MSC";"Sicily";"300";"14";"Sport";"adult"
15;5;"MSC";"Greece";"1200";"14";"Animation";"adult"
15;9;"Costa";"Sicily";"700";"21";"Sport";"adult"
15;8;"MSC";"Spain";"300";"21";"Sport";"adult"
15;9;"Costa";"Spain";"700";"14";"Spa";"adult"
15;10;"Costa";"Sicily";"1200";"14";"Sport";"adult"
15;2;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
15;4;"Costa";"Sicily";"300";"7";"Spa";"adult"
15;6;"MSC";"Greece";"300";"21";"Spa";"adult"
15;4;"MSC";"Greece";"700";"14";"Spa";"adult"
16;7;"MSC";"Greece";"1200";"14";"Spa";"young"
16;1;"MSC";"Greece";"700";"7";"Spa";"young"
16;10;"Costa";"Spain";"1200";"14";"Spa";"young"
16;2;"MSC";"Egypt";"700";"14";"Sport";"young"
16;7;"Costa";"Greece";"300";"21";"Sport";"young"
16;6;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"young"
16;5;"MSC";"Spain";"700";"21";"Spa";"young"
16;10;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"young"
16;6;"MSC";"Egypt";"1200";"21";"Sport";"young"
16;5;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"young"
16;3;"MSC";"Sicily";"300";"14";"Sport";"young"
16;6;"MSC";"Greece";"1200";"14";"Animation";"young"
16;3;"Costa";"Sicily";"700";"21";"Sport";"young"
16;3;"MSC";"Spain";"300";"21";"Sport";"young"
16;6;"Costa";"Spain";"700";"14";"Spa";"young"
16;6;"Costa";"Sicily";"1200";"14";"Sport";"young"
16;5;"RoyalCaribbean";"Spain";"300";"7";"Animation";"young"
16;4;"Costa";"Sicily";"300";"7";"Spa";"young"
16;5;"MSC";"Greece";"300";"21";"Spa";"young"
16;3;"MSC";"Greece";"700";"14";"Spa";"young"
17;6;"MSC";"Greece";"1200";"14";"Spa";"adult"
17;1;"MSC";"Greece";"700";"7";"Spa";"adult"
17;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
17;6;"MSC";"Egypt";"700";"14";"Sport";"adult"
17;8;"Costa";"Greece";"300";"21";"Sport";"adult"
17;9;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
17;6;"MSC";"Spain";"700";"21";"Spa";"adult"
17;10;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
17;10;"MSC";"Egypt";"1200";"21";"Sport";"adult"
17;9;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
17;7;"MSC";"Sicily";"300";"14";"Sport";"adult"
17;4;"MSC";"Greece";"1200";"14";"Animation";"adult"
17;7;"Costa";"Sicily";"700";"21";"Sport";"adult"
17;9;"MSC";"Spain";"300";"21";"Sport";"adult"
17;8;"Costa";"Spain";"700";"14";"Spa";"adult"
17;9;"Costa";"Sicily";"1200";"14";"Sport";"adult"
17;5;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
17;5;"Costa";"Sicily";"300";"7";"Spa";"adult"
17;5;"MSC";"Greece";"300";"21";"Spa";"adult"
17;4;"MSC";"Greece";"700";"14";"Spa";"adult"
18;5;"MSC";"Greece";"1200";"14";"Spa";"adult"
18;1;"MSC";"Greece";"700";"7";"Spa";"adult"
18;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
18;3;"MSC";"Egypt";"700";"14";"Sport";"adult"
18;10;"Costa";"Greece";"300";"21";"Sport";"adult"
18;7;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
18;5;"MSC";"Spain";"700";"21";"Spa";"adult"
18;8;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
18;9;"MSC";"Egypt";"1200";"21";"Sport";"adult"
18;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
18;1;"MSC";"Sicily";"300";"14";"Sport";"adult"
18;3;"MSC";"Greece";"1200";"14";"Animation";"adult"
18;5;"Costa";"Sicily";"700";"21";"Sport";"adult"
18;6;"MSC";"Spain";"300";"21";"Sport";"adult"
18;8;"Costa";"Spain";"700";"14";"Spa";"adult"
18;8;"Costa";"Sicily";"1200";"14";"Sport";"adult"
18;1;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
18;2;"Costa";"Sicily";"300";"7";"Spa";"adult"
18;5;"MSC";"Greece";"300";"21";"Spa";"adult"
18;5;"MSC";"Greece";"700";"14";"Spa";"adult"
19;7;"MSC";"Greece";"1200";"14";"Spa";"old"
19;4;"MSC";"Greece";"700";"7";"Spa";"old"
19;10;"Costa";"Spain";"1200";"14";"Spa";"old"
19;3;"MSC";"Egypt";"700";"14";"Sport";"old"
19;5;"Costa";"Greece";"300";"21";"Sport";"old"
19;5;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
19;7;"MSC";"Spain";"700";"21";"Spa";"old"
19;10;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"old"
19;6;"MSC";"Egypt";"1200";"21";"Sport";"old"
19;4;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"old"
19;1;"MSC";"Sicily";"300";"14";"Sport";"old"
19;4;"MSC";"Greece";"1200";"14";"Animation";"old"
19;4;"Costa";"Sicily";"700";"21";"Sport";"old"
19;4;"MSC";"Spain";"300";"21";"Sport";"old"
19;9;"Costa";"Spain";"700";"14";"Spa";"old"
19;4;"Costa";"Sicily";"1200";"14";"Sport";"old"
19;3;"RoyalCaribbean";"Spain";"300";"7";"Animation";"old"
19;5;"Costa";"Sicily";"300";"7";"Spa";"old"
19;7;"MSC";"Greece";"300";"21";"Spa";"old"
19;7;"MSC";"Greece";"700";"14";"Spa";"old"
20;5;"MSC";"Greece";"1200";"14";"Spa";"adult"
20;1;"MSC";"Greece";"700";"7";"Spa";"adult"
20;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
20;6;"MSC";"Egypt";"700";"14";"Sport";"adult"
20;7;"Costa";"Greece";"300";"21";"Sport";"adult"
20;9;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
20;5;"MSC";"Spain";"700";"21";"Spa";"adult"
20;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
20;9;"MSC";"Egypt";"1200";"21";"Sport";"adult"
20;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
20;4;"MSC";"Sicily";"300";"14";"Sport";"adult"
20;4;"MSC";"Greece";"1200";"14";"Animation";"adult"
20;5;"Costa";"Sicily";"700";"21";"Sport";"adult"
20;7;"MSC";"Spain";"300";"21";"Sport";"adult"
20;8;"Costa";"Spain";"700";"14";"Spa";"adult"
20;9;"Costa";"Sicily";"1200";"14";"Sport";"adult"
20;2;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
20;4;"Costa";"Sicily";"300";"7";"Spa";"adult"
20;5;"MSC";"Greece";"300";"21";"Spa";"adult"
20;3;"MSC";"Greece";"700";"14";"Spa";"adult"
21;5;"MSC";"Greece";"1200";"14";"Spa";"adult"
21;1;"MSC";"Greece";"700";"7";"Spa";"adult"
21;10;"Costa";"Spain";"1200";"14";"Spa";"adult"
21;6;"MSC";"Egypt";"700";"14";"Sport";"adult"
21;7;"Costa";"Greece";"300";"21";"Sport";"adult"
21;6;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
21;5;"MSC";"Spain";"700";"21";"Spa";"adult"
21;8;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"adult"
21;8;"MSC";"Egypt";"1200";"21";"Sport";"adult"
21;8;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"adult"
21;4;"MSC";"Sicily";"300";"14";"Sport";"adult"
21;3;"MSC";"Greece";"1200";"14";"Animation";"adult"
21;7;"Costa";"Sicily";"700";"21";"Sport";"adult"
21;6;"MSC";"Spain";"300";"21";"Sport";"adult"
21;7;"Costa";"Spain";"700";"14";"Spa";"adult"
21;7;"Costa";"Sicily";"1200";"14";"Sport";"adult"
21;1;"RoyalCaribbean";"Spain";"300";"7";"Animation";"adult"
21;4;"Costa";"Sicily";"300";"7";"Spa";"adult"
21;5;"MSC";"Greece";"300";"21";"Spa";"adult"
21;4;"MSC";"Greece";"700";"14";"Spa";"adult"
22;7;"MSC";"Greece";"1200";"14";"Spa";"young"
22;1;"MSC";"Greece";"700";"7";"Spa";"young"
22;10;"Costa";"Spain";"1200";"14";"Spa";"young"
22;1;"MSC";"Egypt";"700";"14";"Sport";"young"
22;5;"Costa";"Greece";"300";"21";"Sport";"young"
22;6;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"young"
22;3;"MSC";"Spain";"700";"21";"Spa";"young"
22;9;"RoyalCaribbean";"Greece";"1200";"14";"Spa";"young"
22;5;"MSC";"Egypt";"1200";"21";"Sport";"young"
22;6;"RoyalCaribbean";"Spain";"1200";"7";"Sport";"young"
22;1;"MSC";"Sicily";"300";"14";"Sport";"young"
22;8;"MSC";"Greece";"1200";"14";"Animation";"young"
22;2;"Costa";"Sicily";"700";"21";"Sport";"young"
22;3;"MSC";"Spain";"300";"21";"Sport";"young"
22;7;"Costa";"Spain";"700";"14";"Spa";"young"
22;6;"Costa";"Sicily";"1200";"14";"Sport";"young"
22;7;"RoyalCaribbean";"Spain";"300";"7";"Animation";"young"
22;5;"Costa";"Sicily";"300";"7";"Spa";"young"
22;6;"MSC";"Greece";"300";"21";"Spa";"young"
22;3;"MSC";"Greece";"700";"14";"Spa";"young"
23;6;"MSC";"Greece";"1200";"14";"Spa";"young"
23;1;"MSC";"Greece";"700";"7";"Spa";"young"
23;10;"Costa";"Spain";"1200";"14";"Spa";"young"
